Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,277735,Captive propagation of the Pacific pocket mouse,Captive propagation of the Pacific pocket mouse,grants.gov,,07152015
grants.gov,277737,Post-White-nose Syndrome Assessment of Bat Species Occupancy at Six Virginia NPS Units,Post-White-nose Syndrome Assessment of Bat Species Occupancy at Six Virginia NPS Units,grants.gov,,07182015
grants.gov,277739,BLM New Mexico Rare Plant Conservation Strategy Support,BLM New Mexico Rare Plant Conservation Strategy Support,grants.gov,,09092015
grants.gov,277740,2015-2017 Tualatin Basin Fisheries Enhancement Activities,2015-2017 Tualatin Basin Fisheries Enhancement Activities,grants.gov,,
grants.gov,277741,Regional Women In Policing,Regional Women In Policing,grants.gov,,10012015
grants.gov,277742,Nanomaterials Health Implications Research (NHIR): Engineered Nanomaterials Resource and Coordination Core (U24),Nanomaterials Health Implications Research (NHIR): Engineered Nanomaterials Resource and Coordination Core (U24),grants.gov,,09302015
grants.gov,277743,Nanomaterials Health Implications Research (NHIR): Comprehensive evaluation of interactions between engineered nanomaterials and biological system (U01),Nanomaterials Health Implications Research (NHIR): Comprehensive evaluation of interactions between engineered nanomaterials and biological system (U01),grants.gov,,11302015
grants.gov,277744,NIEHS SBIR Phase IIB Awards for Validation and Commercialization of Approaches to Reduce Animal Use in Toxicology Testing (U44),NIEHS SBIR Phase IIB Awards for Validation and Commercialization of Approaches to Reduce Animal Use in Toxicology Testing (U44),grants.gov,,11132017
grants.gov,277745,Claude D. Pepper Older Americans Independence Centers (P30),Claude D. Pepper Older Americans Independence Centers (P30),grants.gov,,10212015
grants.gov,277747,Assessment of Submerged Aquatic Vegetation in Sandusky Bay,Assessment of Submerged Aquatic Vegetation in Sandusky Bay,grants.gov,,07232015
grants.gov,277748,Gang Phenomena Assessment for El Salvador,Gang Phenomena Assessment for El Salvador,grants.gov,,10012015
grants.gov,277749,Management of Model Precinct/Smart Policing Program in  El Salvador,Management of Model Precinct/Smart Policing Program in  El Salvador,grants.gov,,10012015
grants.gov,277750,Model Precinct/Smart Policing Training Project for El Salvador,Model Precinct/Smart Policing Training Project for El Salvador,grants.gov,,11202015
grants.gov,277752,Notice of Intent to Award Financial Assistance Action - EEW,Notice of Intent to Award Financial Assistance Action - EEW,grants.gov,,07232015
grants.gov,277754,Preparing Natural Resource Condition Assessments (NRCAs) for Seven Intermountain Region Park Units,Preparing Natural Resource Condition Assessments (NRCAs) for Seven Intermountain Region Park Units,grants.gov,,07192015
grants.gov,277755,Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R01),Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R01),grants.gov,,01242018
grants.gov,277756,Conservation of Priority Wetland and Upland Habitat in the RWBJV,Conservation of Priority Wetland and Upland Habitat in the RWBJV,grants.gov,,07172015
grants.gov,277757,Notice of Intent to Award Non-Competitive Assistance Action - IN GLMC,Notice of Intent to Award Non-Competitive Assistance Action - IN GLMC,grants.gov,,07242015
grants.gov,277758,"Endangered Species Conservation, Recovery Implementation Funds","Endangered Species Conservation, Recovery Implementation Funds",grants.gov,,07162015
grants.gov,277759,15.PMWRA.Vietnam.InfoMgmt.NOFO,15.PMWRA.Vietnam.InfoMgmt.NOFO,grants.gov,,08082015
grants.gov,277760,Engaging Young Adults with Community-Based Conservation and Recreation Enhancement Projects.,Engaging Young Adults with Community-Based Conservation and Recreation Enhancement Projects.,grants.gov,,07232015
grants.gov,277761,"Cooperative Ecosystem Studies Unit, Great Plains CESU","Cooperative Ecosystem Studies Unit, Great Plains CESU",grants.gov,,07172015
grants.gov,277762,"Cooperative Ecosystem Studies Unit, Great Basin CESU","Cooperative Ecosystem Studies Unit, Great Basin CESU",grants.gov,,07172015
grants.gov,277764,AHRQ Patient-Centered Outcomes Research Clinical Decision Support Learning Network (U18),AHRQ Patient-Centered Outcomes Research Clinical Decision Support Learning Network (U18),grants.gov,,11132015
grants.gov,277765,Development of Pacific Region Invasive Species Prevention Policy,Development of Pacific Region Invasive Species Prevention Policy,grants.gov,,07142015
grants.gov,277766,National Park Service-Hydrological Restoration Project for a Portion of the Weippe Prairie Site,National Park Service-Hydrological Restoration Project for a Portion of the Weippe Prairie Site,grants.gov,,07182015
grants.gov,277767,"Healthy Parks, Healthy People","Healthy Parks, Healthy People",grants.gov,,07232015
grants.gov,277768,Red Cross Grant,Red Cross Grant,grants.gov,,07282015
grants.gov,277769,Notice of Intent to Award: PLC Provide Improvements to Glade Creek Walk-in Campsites at New River Gorge National River,Notice of Intent to Award: PLC Provide Improvements to Glade Creek Walk-in Campsites at New River Gorge National River,grants.gov,,07192015
grants.gov,277770,Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R03),Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R03),grants.gov,,01242018
grants.gov,277771,Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R21),Screening and Brief Alcohol Interventions in Underage and Young Adult Populations (R21),grants.gov,,01242018
grants.gov,277772,Notice of Intent to Award Non-Competitive Assistance Action - OH GLMC,Notice of Intent to Award Non-Competitive Assistance Action - OH GLMC,grants.gov,,07242015
grants.gov,277773,Bear Creek Coastal Cutthoat Connectivity and Habitat Enhancement,Bear Creek Coastal Cutthoat Connectivity and Habitat Enhancement,grants.gov,,07172015
grants.gov,277775,Expand Recreation Festival  at SMMNRA,Expand Recreation Festival  at SMMNRA,grants.gov,,07242015
grants.gov,277776,National Park Service-Developing Methods to Understand Elk Movements and Abundance on Winter Range,National Park Service-Developing Methods to Understand Elk Movements and Abundance on Winter Range,grants.gov,,07192015
grants.gov,277777,URBAN WATERS MIDDLE BLUE RIVER AMBASSADOR,URBAN WATERS MIDDLE BLUE RIVER AMBASSADOR,grants.gov,,08312015
grants.gov,277778,"BLM New Mexico, New Mexico State Office GIS Internships (Challenge Cost Share)","BLM New Mexico, New Mexico State Office GIS Internships (Challenge Cost Share)",grants.gov,,09102015
grants.gov,277779,Notice of Intent to Award a Non-Competitive Assistance Action - MI GLMC,Notice of Intent to Award a Non-Competitive Assistance Action - MI GLMC,grants.gov,,07242015
grants.gov,277780,"National Indian Health Outreach and Education, Policy/Budget/Diabetes","National Indian Health Outreach and Education, Policy/Budget/Diabetes",grants.gov,,09082015
grants.gov,277781,Bangladesh-West Bengal Economic Integration Programming,Bangladesh-West Bengal Economic Integration Programming,grants.gov,,08102015
grants.gov,277782,Notice of Intent to Award: Appalachian Trail Facility Maintenance Planning and Inventory,Notice of Intent to Award: Appalachian Trail Facility Maintenance Planning and Inventory,grants.gov,,08302015
grants.gov,277783,Notice of Intent to Award: Appalachian Trail: Maintain Landscapes and SUP Programs,Notice of Intent to Award: Appalachian Trail: Maintain Landscapes and SUP Programs,grants.gov,,08132015
grants.gov,277784,Notice of Intent to Award: Appalachian Trail Repair Rehabilitation Maintenance,Notice of Intent to Award: Appalachian Trail Repair Rehabilitation Maintenance,grants.gov,,07202015
grants.gov,277785,"Office of Career, Technical, and Adult Education (OCTAE): Improved Reentry Education (IRE) CFDA Number 84.191D","Office of Career, Technical, and Adult Education (OCTAE): Improved Reentry Education (IRE) CFDA Number 84.191D",grants.gov,,08122015
grants.gov,277787,HOPE VI Main Street Grant Program,HOPE VI Main Street Grant Program,grants.gov,,08272015
grants.gov,277788,"NetMap Synthetic Hydrography and Erosion and Sedimentation Analysis in Green River Basin, WY","NetMap Synthetic Hydrography and Erosion and Sedimentation Analysis in Green River Basin, WY",grants.gov,,07212015
grants.gov,277789,Conservation Innovation Grants Fy 2015 Announcement for Program Funding - Maryland,Conservation Innovation Grants Fy 2015 Announcement for Program Funding - Maryland,grants.gov,,08122015
grants.gov,277790,Intermediate Neutrino Research Program,Intermediate Neutrino Research Program,grants.gov,,09022015
grants.gov,277791,Contra Loma Boat Launch,Contra Loma Boat Launch,grants.gov,,07272015
grants.gov,277792,BLM NM Statewide Orphan Well Reclamation Program,BLM NM Statewide Orphan Well Reclamation Program,grants.gov,,09142015
grants.gov,277793,Innovative Development/Use of Technology to Increase HIV Testing and Linkage to Care Efforts in Adolescent Populations (R41/R42),Innovative Development/Use of Technology to Increase HIV Testing and Linkage to Care Efforts in Adolescent Populations (R41/R42),grants.gov,,09212015
grants.gov,277794,Resident Opportunity and Self Sufficiency (ROSS) Service Coordinators Program,Resident Opportunity and Self Sufficiency (ROSS) Service Coordinators Program,grants.gov,,08312015
grants.gov,277795,BLM-AK CESU Resource Intern Opportunity GFO,BLM-AK CESU Resource Intern Opportunity GFO,grants.gov,,09142015
grants.gov,277799,National Park Service-Effect of Water Chemistry and Pressure on Lake Trout Embryos and Fry,National Park Service-Effect of Water Chemistry and Pressure on Lake Trout Embryos and Fry,grants.gov,,07192015
grants.gov,277800,Notice of Intent to Award: HOPE Crew Project - Repair Woodwork on Historic Farmhouse at Hampton NHS,Notice of Intent to Award: HOPE Crew Project - Repair Woodwork on Historic Farmhouse at Hampton NHS,grants.gov,,07192015
grants.gov,277801,Notice of Intent to Award: HOPE Crew Project - Rehabilitate Gravel Roads at Hampton NHS,Notice of Intent to Award: HOPE Crew Project - Rehabilitate Gravel Roads at Hampton NHS,grants.gov,,07192015
grants.gov,277802,Notice of Intent to Award: Appalachian Trail Volunteer Leadership,Notice of Intent to Award: Appalachian Trail Volunteer Leadership,grants.gov,,09042015
grants.gov,277803,Caring for Children and Empowering Young People (C2EYP),Caring for Children and Empowering Young People (C2EYP),grants.gov,,08312015
grants.gov,277804,Groundwork Indianapolis (GW INDY) Launch and Capacity Building,Groundwork Indianapolis (GW INDY) Launch and Capacity Building,grants.gov,,07272015
grants.gov,277805,Notice of Intent to Issue Funding Opportunity Announcement titled Medium and Heavy Duty Vehicle Powertrain Electrification and Dual Fuel Fleet Demonstration,Notice of Intent to Issue Funding Opportunity Announcement titled Medium and Heavy Duty Vehicle Powertrain Electrification and Dual Fuel Fleet Demonstration,grants.gov,,
grants.gov,277807,School-Community Partnerships for Education (SCOPE),School-Community Partnerships for Education (SCOPE),grants.gov,,08262015
grants.gov,277808,Rural Capacity Building for Community Development and Affordable Housing Grants,Rural Capacity Building for Community Development and Affordable Housing Grants,grants.gov,,09142015
grants.gov,277809,S-Curves Beach Nourishment Monitoring at Pea Island National Wildlife Refuge,S-Curves Beach Nourishment Monitoring at Pea Island National Wildlife Refuge,grants.gov,,07212015
grants.gov,277810,ROSES 2015: Planetary Science and Technology Through Analog Research,ROSES 2015: Planetary Science and Technology Through Analog Research,grants.gov,,09252015
grants.gov,277811,Develop and Build Capacity Groundwork Network,Develop and Build Capacity Groundwork Network,grants.gov,,07282015
grants.gov,277812,BLM NM Pecos District Integrated Restoration Focal Area Initiative,BLM NM Pecos District Integrated Restoration Focal Area Initiative,grants.gov,,09142015
grants.gov,277813,FY 2016 Research Opportunities in High Energy Physics,FY 2016 Research Opportunities in High Energy Physics,grants.gov,,09172015
grants.gov,277814,SAMO Centennial Corps internships,SAMO Centennial Corps internships,grants.gov,,07272015
grants.gov,277815,Innovative Development/Use of Technology to Increase HIV Testing and Linkage to Care Efforts in Adolescent Populations (R43/R44),Innovative Development/Use of Technology to Increase HIV Testing and Linkage to Care Efforts in Adolescent Populations (R43/R44),grants.gov,,09212015
grants.gov,277816,Coal Oil Point Reserve Nature Center Interpretive Displays,Coal Oil Point Reserve Nature Center Interpretive Displays,grants.gov,,07182015
grants.gov,277817,PPHF 2015: Tobacco Quitlines - A Comprehensive Approach to Good Health and Wellness in Indian Country - financed solely by 2015 Prevention and Public Health Funds,PPHF 2015: Tobacco Quitlines - A Comprehensive Approach to Good Health and Wellness in Indian Country - financed solely by 2015 Prevention and Public Health Funds,grants.gov,,09112015
grants.gov,277818,"Harper&apos;s, Pearson,","Harper&apos;s, Pearson,",grants.gov,,08192015
grants.gov,277819,Healthy Homes Partnership,Healthy Homes Partnership,grants.gov,,07302015
grants.gov,277820,Utilizing the PLCO Biospecimens Resource to Bridge Gaps in Cancer Etiology and Early Detection Research (U01),Utilizing the PLCO Biospecimens Resource to Bridge Gaps in Cancer Etiology and Early Detection Research (U01),grants.gov,,08152018
grants.gov,277821,Facile Methods and Technologies for Synthesis of Biomedically Relevant Carbohydrates (U01),Facile Methods and Technologies for Synthesis of Biomedically Relevant Carbohydrates (U01),grants.gov,,10152015
grants.gov,277822,NOTICE OF INTENT TO AWARD - Multidisciplinary Cultural Resource and Section 106 Project in SHEN,NOTICE OF INTENT TO AWARD - Multidisciplinary Cultural Resource and Section 106 Project in SHEN,grants.gov,,07232015
grants.gov,277823,LOID Well 6 Engineering Design and Water Metering Project,LOID Well 6 Engineering Design and Water Metering Project,grants.gov,,07282015
grants.gov,277824,BLM WY Interstate Diversion Fish Passage,BLM WY Interstate Diversion Fish Passage,grants.gov,,09042015
grants.gov,277825,Rehabilitation of Educational Exhibits and Waysides,Rehabilitation of Educational Exhibits and Waysides,grants.gov,,07282015
grants.gov,277826,"BLM OR/WA (WO) - COMPREHENSIVE TRAILS EDUCATION, DATA AND INFORMATION","BLM OR/WA (WO) - COMPREHENSIVE TRAILS EDUCATION, DATA AND INFORMATION",grants.gov,,09142015
grants.gov,277827,NOTICE OF INTENT TO AWARD - Assessment of Resource Status of the Reef Fish Community,NOTICE OF INTENT TO AWARD - Assessment of Resource Status of the Reef Fish Community,grants.gov,,07242015
grants.gov,277828,Support Chad&#8217;s Ministry of Finance and budget in the compilation of a Citizen Budget (CB),Support Chad&#8217;s Ministry of Finance and budget in the compilation of a Citizen Budget (CB),grants.gov,,08152015
grants.gov,277829,Westfield Wild and Scenic River Assistance,Westfield Wild and Scenic River Assistance,grants.gov,,07242015
grants.gov,277830,Capt. John Smith Chesapeake National Historic Trail and Chesapeake Bay Gateways and Watertrails Network.,Capt. John Smith Chesapeake National Historic Trail and Chesapeake Bay Gateways and Watertrails Network.,grants.gov,,07242015
grants.gov,277831,NBPL Sensitive Plant Research and Adaptive Management,NBPL Sensitive Plant Research and Adaptive Management,grants.gov,,08142015
grants.gov,277832,Strategic Approaches for Climate Change Vulnerability Assessment across the National Park System,Strategic Approaches for Climate Change Vulnerability Assessment across the National Park System,grants.gov,,
grants.gov,277833,NINDS Research Program Award (R35),NINDS Research Program Award (R35),grants.gov,,01072016
grants.gov,277834,BLM OR/WA - 2015 NORTHWEST CLIMATE CONFERENCE SUPPORT,BLM OR/WA - 2015 NORTHWEST CLIMATE CONFERENCE SUPPORT,grants.gov,,09142015
grants.gov,277835,Development of Web Resources to Deliver Natural Resource Science Information,Development of Web Resources to Deliver Natural Resource Science Information,grants.gov,,07292015
grants.gov,277836,CESU Study of Climate Induced Patterns -Juniper Die-Off at Kasha-Katuwe Tent Rocks,CESU Study of Climate Induced Patterns -Juniper Die-Off at Kasha-Katuwe Tent Rocks,grants.gov,,09152015
grants.gov,277837,Use of Genetic Analysis for the Identification of Asian Carp Reproduction in the Upper Mississippi River Basin,Use of Genetic Analysis for the Identification of Asian Carp Reproduction in the Upper Mississippi River Basin,grants.gov,,07292015
grants.gov,277838,BLM Idaho Monitoring/Inventory Project,BLM Idaho Monitoring/Inventory Project,grants.gov,,09042015
grants.gov,277839,Practical Education Research For Optimal Reading and Management (PERFORM),Practical Education Research For Optimal Reading and Management (PERFORM),grants.gov,,08102015
grants.gov,277840,"Novel and Innovative Tools to Facilitate Identification, Tracking, Manipulation, and Analysis of Glycans and their Functions (R21)","Novel and Innovative Tools to Facilitate Identification, Tracking, Manipulation, and Analysis of Glycans and their Functions (R21)",grants.gov,,10152015
grants.gov,277841,"Novel and Innovative Tools to Facilitate Identification, Tracking, Manipulation, and Analysis of Glycans and their Functions (U01)","Novel and Innovative Tools to Facilitate Identification, Tracking, Manipulation, and Analysis of Glycans and their Functions (U01)",grants.gov,,10152015
grants.gov,277842,FY15 Highway-railroad Grade Crossing Safety Education and Enforcement Program,FY15 Highway-railroad Grade Crossing Safety Education and Enforcement Program,grants.gov,,07242015
grants.gov,277843,Aquatic Invertebrate Life-History Strategies in the Colorado River and Tributaries,Aquatic Invertebrate Life-History Strategies in the Colorado River and Tributaries,grants.gov,,07282015
grants.gov,277844,Methamphetamine and Suicide Prevention Initiative,Methamphetamine and Suicide Prevention Initiative,grants.gov,,09082015
grants.gov,277845,Domestic Violence Prevention Initiative,Domestic Violence Prevention Initiative,grants.gov,,09082015
grants.gov,277846,Adaptive Management of Untreated Urban Runoff,Adaptive Management of Untreated Urban Runoff,grants.gov,,07282015
grants.gov,277847,Accessibility Review Training Pilots,Accessibility Review Training Pilots,grants.gov,,07282015
grants.gov,277848,"Notice of Intent to Award - Interns based at Hagerman Fossil Beds NM, Idaho","Notice of Intent to Award - Interns based at Hagerman Fossil Beds NM, Idaho",grants.gov,,
grants.gov,277849,Phragmites Aerial Spraying,Phragmites Aerial Spraying,grants.gov,,07212015
grants.gov,277850,Collaborative Biological Research and Education,Collaborative Biological Research and Education,grants.gov,,07292015
grants.gov,277851,Land Protection and other RSC Activities in the SuAsCo Watershed,Land Protection and other RSC Activities in the SuAsCo Watershed,grants.gov,,07242015
grants.gov,277852,Developmental Mechanisms of Human Structural Birth Defects (P01),Developmental Mechanisms of Human Structural Birth Defects (P01),grants.gov,,11182015
grants.gov,277853,Sickle Cell Disease Implementation Consortium (SCDIC):  Using Implementation Science to Optimize Care of Adolescents and Adults with Sickle Cell Disease (U01),Sickle Cell Disease Implementation Consortium (SCDIC):  Using Implementation Science to Optimize Care of Adolescents and Adults with Sickle Cell Disease (U01),grants.gov,,11122015
grants.gov,277854,Strengthening sustainable public health capacity in the Eastern Mediterranean Region for polio eradication and routine immunization activities,Strengthening sustainable public health capacity in the Eastern Mediterranean Region for polio eradication and routine immunization activities,grants.gov,,09152015
grants.gov,277855,Monitoring Dynamics of the Oregon Inlet Terminal Groin and Shoreline Erosion Along the Pea Island National Wildlife Refuge Beach,Monitoring Dynamics of the Oregon Inlet Terminal Groin and Shoreline Erosion Along the Pea Island National Wildlife Refuge Beach,grants.gov,,
grants.gov,277856,Data Coordinating Center for Sickle Cell Disease Implementation Consortium (SCDIC):  Using Implementation Science to Optimize Care of Adolescents and Adults with Sickle Cell Disease (U24),Data Coordinating Center for Sickle Cell Disease Implementation Consortium (SCDIC):  Using Implementation Science to Optimize Care of Adolescents and Adults with Sickle Cell Disease (U24),grants.gov,,11122015
grants.gov,277859,Tracking Electronic Health Record Adoption And Capturing Related Insights in U.S. Hospitals,Tracking Electronic Health Record Adoption And Capturing Related Insights in U.S. Hospitals,grants.gov,,09142015
grants.gov,277860,Technical Assistance to the International Counterterrorism and Countering Violent Extremism Capacity-Building Clearinghouse Mechanism,Technical Assistance to the International Counterterrorism and Countering Violent Extremism Capacity-Building Clearinghouse Mechanism,grants.gov,,08262015
grants.gov,277861,DoD FY15 Prosthetics Outcomes Research Award,DoD FY15 Prosthetics Outcomes Research Award,grants.gov,,11162015
grants.gov,277862,DoD FY15 Orthotics Outcomes Research Award,DoD FY15 Orthotics Outcomes Research Award,grants.gov,,11162015
grants.gov,277863,THE FUTURE OF NATO: FROM WALES TO WARSAW,THE FUTURE OF NATO: FROM WALES TO WARSAW,grants.gov,,08312015
grants.gov,277864,Notice of Intent to award a non-competitive Financial Assistance action-GSA,Notice of Intent to award a non-competitive Financial Assistance action-GSA,grants.gov,,07302015
grants.gov,277865,GLOBAL DEVELOPMENT ALLIANCE ANNUAL PROGRAM STATEMENT Improving the Health Status of Rwandans.,GLOBAL DEVELOPMENT ALLIANCE ANNUAL PROGRAM STATEMENT Improving the Health Status of Rwandans.,grants.gov,,10162015
grants.gov,277866,NOTICE OF INTENT TO AWARD - Inventory and Monitoring Network Youth Internship,NOTICE OF INTENT TO AWARD - Inventory and Monitoring Network Youth Internship,grants.gov,,07262015
grants.gov,277868,NOTICE OF INTENT TO AWARD - Vegetation Study Cape Sable Seaside Sparrow,NOTICE OF INTENT TO AWARD - Vegetation Study Cape Sable Seaside Sparrow,grants.gov,,07262015
grants.gov,277869,"Movements, Fate and Survival of Translocated Western Burrowing Owls","Movements, Fate and Survival of Translocated Western Burrowing Owls",grants.gov,,08212015
grants.gov,277871,BLM WY Project Archaeology Human Migration CESU,BLM WY Project Archaeology Human Migration CESU,grants.gov,,09072015
grants.gov,277872,Establishing new populations of Mimulus gemmiparus,Establishing new populations of Mimulus gemmiparus,grants.gov,,07232015
grants.gov,277875,Measuring Progress Regarding Interoperability through Individuals&apos; Access and Use of their Electronic Health Data,Measuring Progress Regarding Interoperability through Individuals&apos; Access and Use of their Electronic Health Data,grants.gov,,09162015
grants.gov,277876,"Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R01)","Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R01)",grants.gov,,01242018
grants.gov,277877,"Least Bell&apos;s Vireo Surveys and Cowbird Trapping, Santa Ana River","Least Bell&apos;s Vireo Surveys and Cowbird Trapping, Santa Ana River",grants.gov,,07242015
grants.gov,277878,Creation of a Tracking Site for Compliance Monitoring,Creation of a Tracking Site for Compliance Monitoring,grants.gov,,07242015
grants.gov,277879,Access Call for Proposal,Access Call for Proposal,grants.gov,,08282015
grants.gov,277880,North Carolina Coastal Land Trust Cooperative Agreement,North Carolina Coastal Land Trust Cooperative Agreement,grants.gov,,07232015
grants.gov,277881,Middle East Water Security Initiative (MWSI),Middle East Water Security Initiative (MWSI),grants.gov,,09182015
grants.gov,277883,Food for Progress Program,Food for Progress Program,grants.gov,,10142015
grants.gov,277884,McGovern-Dole International Food for Education and Child Nutrition Program,McGovern-Dole International Food for Education and Child Nutrition Program,grants.gov,,10142015
grants.gov,277885,Science Coordination and Research,Science Coordination and Research,grants.gov,,07212015
grants.gov,277886,Guatemala Central Region Municipal Public Safety Center Project (C-MPP),Guatemala Central Region Municipal Public Safety Center Project (C-MPP),grants.gov,,09152015
grants.gov,277888,Ocean Connectors Bird and Habitat Study,Ocean Connectors Bird and Habitat Study,grants.gov,,07222015
grants.gov,277889,Guatemala Northern Region Municipal Public Safety Center Project (N-MPP),Guatemala Northern Region Municipal Public Safety Center Project (N-MPP),grants.gov,,09152015
grants.gov,277890,Guatemala Western Highlands Municipal Public Safety Center Project (WH-MPP),Guatemala Western Highlands Municipal Public Safety Center Project (WH-MPP),grants.gov,,09152015
grants.gov,277891,Genetic analysis of impacts of watershed-scale barriers on Brook Trout,Genetic analysis of impacts of watershed-scale barriers on Brook Trout,grants.gov,,07232015
grants.gov,277892,NOTICE OF INTENT TO AWARD - Analyzing Impact of Changing Hydrologic Conditions,NOTICE OF INTENT TO AWARD - Analyzing Impact of Changing Hydrologic Conditions,grants.gov,,07262015
grants.gov,277893,NOTICE OF INTENT TO AWARD - Freshwater fish monitoring in Water Conservation Area 3,NOTICE OF INTENT TO AWARD - Freshwater fish monitoring in Water Conservation Area 3,grants.gov,,07262015
grants.gov,277894,GENSETS SBIR/STTR,GENSETS SBIR/STTR,grants.gov,,08172015
grants.gov,277895,Action Strategy to Engage Youth in River Recreation and Conservation,Action Strategy to Engage Youth in River Recreation and Conservation,grants.gov,,
grants.gov,277896,Condor Kids Program,Condor Kids Program,grants.gov,,07222015
grants.gov,277897,Mouse Metabolic Phenotyping Centers Consortium (U2C),Mouse Metabolic Phenotyping Centers Consortium (U2C),grants.gov,,11032015
grants.gov,277898,Coordinating and Bioinformatics Unit for the Mouse Metabolic Phenotyping Centers and the Diabetic Complications Consortium (U24),Coordinating and Bioinformatics Unit for the Mouse Metabolic Phenotyping Centers and the Diabetic Complications Consortium (U24),grants.gov,,11032015
grants.gov,277899,"NOTICE OF INTENT TO AWARD - Seasonal and long-term change, genetic diversity, and reproductive potential of ESA-listed coral species","NOTICE OF INTENT TO AWARD - Seasonal and long-term change, genetic diversity, and reproductive potential of ESA-listed coral species",grants.gov,,07272015
grants.gov,277902,Collaborative Projects to Accelerate Research in Organ Fibrosis (R01),Collaborative Projects to Accelerate Research in Organ Fibrosis (R01),grants.gov,,10212016
grants.gov,277903,BLM UT- Aquatic Invasive Species (AIS) Project,BLM UT- Aquatic Invasive Species (AIS) Project,grants.gov,,09142015
grants.gov,277904,ECONOMIC RESEARCH FOR SPACE DEVELOPMENT 2015,ECONOMIC RESEARCH FOR SPACE DEVELOPMENT 2015,grants.gov,,08312015
grants.gov,277906,Partnership to Reduce Child Labor and Forced Labor in Imported Agricultural Products,Partnership to Reduce Child Labor and Forced Labor in Imported Agricultural Products,grants.gov,,08312015
grants.gov,277907,Painting and Trail Restoration Projects at Lassen Volcanic National Park,Painting and Trail Restoration Projects at Lassen Volcanic National Park,grants.gov,,
grants.gov,277908,Project to Mobilize Community Action and Promote Opportunities for Youth in Ghana&#8217;s Cocoa Growing Communities,Project to Mobilize Community Action and Promote Opportunities for Youth in Ghana&#8217;s Cocoa Growing Communities,grants.gov,,08282015
grants.gov,277909,Olympic National Park Vegetation Inventory Map Product Development,Olympic National Park Vegetation Inventory Map Product Development,grants.gov,,
grants.gov,277910,Research Grants (Generic),Research Grants (Generic),grants.gov,,07232015
grants.gov,277911,Promoting Increased Accountability for Sexual and Gender-Based Violence in the Democratic Republic of Congo,Promoting Increased Accountability for Sexual and Gender-Based Violence in the Democratic Republic of Congo,grants.gov,,08172015
grants.gov,277912,DOE Traineeship in Power Engineering (Leveraging Wide Bandgap Power Electronics),DOE Traineeship in Power Engineering (Leveraging Wide Bandgap Power Electronics),grants.gov,,09032015
grants.gov,277919,Habitat Restoration for a Desert Pupfish Refuge,Habitat Restoration for a Desert Pupfish Refuge,grants.gov,,07242015
grants.gov,277920,Habitat Enhancement for the Santa Ana Sucker,Habitat Enhancement for the Santa Ana Sucker,grants.gov,,07242015
grants.gov,277921,"Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R03)","Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R03)",grants.gov,,01242018
grants.gov,277922,"Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R21)","Alcohol Use Disorders: Behavioral Treatment, Services and Recovery Research (R21)",grants.gov,,01242018
grants.gov,277923,Establishing Outcome Measures for Clinical Studies of Oral and Craniofacial Diseases and Conditions (R21),Establishing Outcome Measures for Clinical Studies of Oral and Craniofacial Diseases and Conditions (R21),grants.gov,,09072018
grants.gov,277924,Establishing Outcome Measures for Clinical Studies of Oral and Craniofacial Diseases and Conditions (R01),Establishing Outcome Measures for Clinical Studies of Oral and Craniofacial Diseases and Conditions (R01),grants.gov,,09072018
grants.gov,277928,"Integrity and Reliability of Integrated CircuitS (IRIS), Phase III","Integrity and Reliability of Integrated CircuitS (IRIS), Phase III",grants.gov,,09042015
grants.gov,277929,PPHF 2015:  Immunization-Capacity Building Assistance for Infrastructure Enhancements to Meet Interoperability Requirements   &#8211; financed in part by 2015 Prevention and Public Health Funds,PPHF 2015:  Immunization-Capacity Building Assistance for Infrastructure Enhancements to Meet Interoperability Requirements   &#8211; financed in part by 2015 Prevention and Public Health Funds,grants.gov,,08182015
grants.gov,277932,Hydroclimate and Hydrometeorological Research and Applications Development,Hydroclimate and Hydrometeorological Research and Applications Development,grants.gov,,07312015
grants.gov,277933,Project to Reduce Child Labor in C&#244;te d&#8217;Ivoire&#8217;s Cocoa Growing Areas,Project to Reduce Child Labor in C&#244;te d&#8217;Ivoire&#8217;s Cocoa Growing Areas,grants.gov,,08272015
grants.gov,277934,Assessing Progress in Reducing Child Labor in Cocoa Growing Areas of C&#244;te d&#8217;Ivoire and Ghana,Assessing Progress in Reducing Child Labor in Cocoa Growing Areas of C&#244;te d&#8217;Ivoire and Ghana,grants.gov,,09102015
grants.gov,277935,South Africa Law Enforcement Investigations for Wildlife Crime,South Africa Law Enforcement Investigations for Wildlife Crime,grants.gov,,08162015
